"especie"
"Phaethornis_mexicanus"
"Schistes_albogularis"
"Colibri_cyanotus"
"Anthracothorax_aurulentus"
"Heliangelus_clarisse"
"Heliangelus_spencei"
"Lophornis_verreauxii"
"Aglaiocercus_kingii"
"Sappho_sparganurus"
"Oreotrochilus_cyanolaemus"
"Oreotrochilus_stolzmanni"
"Oxypogon_stuebelii"
"Oxypogon_cyanolaemus"
"Oxypogon_lindenii"
"Eriocnemis_aline"
"Coeligena_conradii"
"Coeligena_inca"
"Coeligena_consita"
"Coeligena_eos"
"Ocreatus_peruanus"
"Ocreatus_addae"
"Urochroa_leucura"
"Heliodoxa_rubricauda"
"Eugenes_spectabilis"
""
"Philodice_bryantae"
"Philodice_mitchellii"
"Nesophlox_evelynae"
"Nesophlox_lyrura"
"Selasphorus_calliope"
"Selasphorus_heloisa"
"Selasphorus_ellioti"
"Phaeoptila_sordida"
"Riccordia_ricordii"
"Riccordia_bracei"
"Riccordia_swainsonii"
"Riccordia_maugaeus"
"Riccordia_bicolor"
"Cynanthus_doubledayi"
"Cynanthus_auriceps"
"Cynanthus_forficatus"
"Cynanthus_canivetii"
"Basilinna_leucotis"
"Basilinna_xantusii"
"Pampa_curvipennis"
"Pampa_rufa"
"Anthocephala_berlepschi"
"Stephanoxis_loddigesii"
"Campylopterus_calcirupicola"
"Campylopterus_diamantinensis"
"Microchera_cupreiceps"
"Microchera_chionura"
"Goldmania_bella"
"Eupherusa_ridgwayi"
"Thaumasius_baeri"
"Thaumasius_taczanowskii"
"Eupetomena_cirrochloris"
"Talaphorus_chlorocercus"
"Ramosomyia_violiceps"
"Ramosomyia_viridifrons"
"Saucerottia_cyanocephala"
"Saucerottia_hoffmanni"
"Saucerottia_beryllina"
"Saucerottia_cyanura"
"Saucerottia_edward"
"Saucerottia_saucerottei"
"Saucerottia_cyanifrons"
"Saucerottia_castaneiventris"
"Saucerottia_viridigaster"
"Saucerottia_cupreicauda"
"Saucerottia_tobaci"
"Amazilis_amazilia"
"Uranomitra_franciae"
"Chrysuronia_goudoti"
"Chrysuronia_versicolor"
"Chrysuronia_boucardi"
"Chrysuronia_coeruleogularis"
"Chrysuronia_lilliae"
"Chrysuronia_humboldtii"
"Chrysuronia_grayi"
"Chrysuronia_brevirostris"
"Chrysuronia_leucogaster"
"Chionomesa_fimbriata"
"Chionomesa_lactea"
"Elliotomyia_chionogaster"
"Elliotomyia_viridicauda"
"Polyerata_amabilis"
"Polyerata_decora"
"Polyerata_rosenbergi"
"Chlorestes_candida"
"Chlorestes_eliciae"
"Chlorestes_cyanus"
"Chlorestes_julie"
