"equipo","respuesta","predictor","estimado","error_estandar","ic_inferior","ic_superior","valor_p","n","modelo","arbol"
"bogota-equipo02","log(masa corporal)","Rango medio altitud",8.67567048885728e-05,2.64943950233595e-05,3.4828644850611e-05,0.000138684764926535,0.00119976985494415,266,"Pagel","McTavish"
