"equipo","respuesta","predictor","estimado","error_estandar","ic_inferior","ic_superior","valor_p","n","modelo","arbol"
"barranquilla-equipo06","log(masa corporal)","DESCRIBE AQUI COMO RESUMISTE LA ALTITUD",0.0597811591931109,0.0230336746702894,0.0146359864077312,0.104926331978491,0.0102698025186273,173,"DESCRIBE AQUI EL MODELO QUE AJUSTASTE","DESCRIBE AQUI QUE ARBOL USASTE"
