"equipo","respuesta","predictor","estimado","error_estandar","ic_inferior","ic_superior","valor_p","n","modelo","arbol"
"bogota-equipo08","raiz cubica de la masa corporal (g^(1/3))","Altitud normal maxima",0.0439931901172012,0.0104551891627091,0.0235013959067379,0.0644849843276645,0.0297170781614675,261,"gls con seleccion por AIC entre Browniano y OU (corMartins) cuando ambos convergieron, sin error de medicion; de 100 arboles de BirdTree modelados (de 100 intentados), OU convergio en 91/100 y gano por AIC en 91 de esos; en los otros 9 arboles OU no convergio (ni con los valores iniciales de alpha probados) y se uso Browniano como respaldo","muestra de 100 arboles de BirdTree"
