"especie"
"Aglaiocercus_kingii"
"Amazilia_cyanifrons"
"Amazilia_franciae"
"Amazilia_boucardi"
"Amazilis_amazilia"
"Anthocephala_berlepschi"
"Anthracothorax_aurulentus"
"Basilinna_leucotis"
"Basilinna_xantusii"
"Campylopterus_calcirupicola"
"Campylopterus_diamantinensis"
"Chionomesa_fimbriata"
"Chionomesa_lactea"
"Chlorestes_candida"
"Chlorestes_eliciae"
"Chlorestes_cyanus"
"Chlorestes_julie"
"Chrysuronia_goudoti"
"Chrysuronia_versicolor"
"Chrysuronia_coeruleogularis"
"Chrysuronia_lilliae"
"Chrysuronia_humboldtii"
"Chrysuronia_grayi"
"Chrysuronia_brevirostris"
"Chrysuronia_leucogaster"
"Clytolaema_rubricauda"
"Coeligena_conradii"
"Coeligena_inca"
"Coeligena_consita"
"Coeligena_eos"
"Colibri_cyanotus"
"Cynanthus_doubledayi"
"Cynanthus_auriceps"
"Cynanthus_forficatus"
"Cynanthus_canivetii"
"Elliotomyia_chionogaster"
"Elliotomyia_viridicauda"
"Eriocnemis_aline"
"Eugenes_spectabilis"
"Eupetomena_cirrochloris"
"Eupherusa_ridgwayi"
"Goldmania_bella"
"Heliangelus_clarisse"
"Heliangelus_spencei"
"Lampornis_cinereicauda"
"Leucolia_violiceps"
"Leucolia_viridifrons"
"Leucolia_wagneri"
"Lophornis_verreauxii"
"Microchera_cupreiceps"
"Microchera_chionura"
"Nesophlox_evelynae"
"Nesophlox_lyrura"
"Ocreatus_peruanus"
"Ocreatus_addae"
"Oreotrochilus_cyanolaemus"
"Oreotrochilus_stolzmanni"
"Oxypogon_stuebelii"
"Oxypogon_cyanolaemus"
"Oxypogon_lindenii"
"Pampa_curvipennis"
"Pampa_pampa"
"Pampa_rufa"
"Phaeoptila_sordida"
"Phaethornis_mexicanus"
"Philodice_bryantae"
"Philodice_mitchellii"
"Polyerata_amabilis"
"Polyerata_decora"
"Polyerata_rosenbergi"
"Riccordia_ricordii"
"Riccordia_bracei"
"Riccordia_swainsonii"
"Riccordia_maugaeus"
"Riccordia_bicolor"
"Sappho_sparganurus"
"Saucerottia_cyanocephala"
"Saucerottia_hoffmanni"
"Saucerottia_beryllina"
"Saucerottia_cyanura"
"Saucerottia_edward"
"Saucerottia_saucerottei"
"Saucerottia_castaneiventris"
"Saucerottia_viridigaster"
"Saucerottia_cupreicauda"
"Saucerottia_tobaci"
"Schistes_albogularis"
"Selasphorus_calliope"
"Selasphorus_heloisa"
"Selasphorus_ellioti"
"Stephanoxis_loddigesii"
"Talaphorus_chlorocercus"
"Thaumasius_baeri"
"Thaumasius_taczanowskii"
"Urochroa_leucura"
