equipo;respuesta;predictor;estimado;error_estandar;ic_inferior;ic_superior;valor_p;n;modelo;arbol
barranquilla-equipo02;log(masa corporal);DESCRIBE AQUI COMO RESUMISTE LA ALTITUD;0.127850246017587;0.0267812909529482;0.0753598802903203;0.180340611744854;3,00E+08;266;DESCRIBE AQUI EL MODELO QUE AJUSTASTE;DESCRIBE AQUI QUE ARBOL USASTE
