"equipo","respuesta","predictor","estimado","error_estandar","ic_inferior","ic_superior","valor_p","n","modelo","arbol"
"barranquilla_equipo01","log(masa corporal)","DESCRIBE AQUI COMO RESUMISTE LA ALTITUD",0.0566737796284005,0.0181735744737822,0.0210542281894309,0.09229333106737,0.00214559747181339,167,"DESCRIBE AQUI EL MODELO QUE AJUSTASTE","DESCRIBE AQUI QUE ARBOL USASTE"
